path,repo_url,created_at,missing_scorecard,actor_unit,supply_chain_role,research_role,distribution_pathway,missing_fields
database/github/minzastro/unidam/metadata.json,https://github.com/minzastro/unidam,2017-05-04T09:41:13Z,no,Individual maintainer,Unknown,Unknown,Unknown,"supply_chain_role,research_role,distribution_pathway"
database/github/legacysurvey/legacypipe/metadata.json,https://github.com/legacysurvey/legacypipe,2015-06-26T19:40:29Z,yes,Research group or lab,Application software,Direct research execution,Containers,
database/github/pilon/wiki/metadata.json,,,yes,Unknown,Unknown,Unknown,Unknown,"actor_unit,supply_chain_role,research_role,distribution_pathway"
database/github/ICESat2-SlideRule/paper/metadata.json,https://github.com/ICESat2-SlideRule/paper,2022-08-31T14:55:29Z,yes,"Institution (university, lab, government research organization)",Application software,Research-support tooling,Network service,
database/github/james-trayford/strauss/metadata.json,https://github.com/james-trayford/strauss,2021-05-14T15:58:56Z,yes,"Institution (university, lab, government research organization)",Application software,Direct research execution,Package registry,
database/github/ejikeugba/gofcat/metadata.json,https://github.com/ejikeugba/gofcat,2021-12-26T16:18:45Z,yes,Individual maintainer,Dependency software artifact,Research-support tooling,Package registry,
database/github/openjournals/joss/metadata.json,https://api.github.com/repos/openjournals/joss,2016-01-24T23:34:35Z,yes,Community or foundation (open source governance),Application software,Research-support tooling,Source repo,
database/github/cbg-ethz/V-pipe/metadata.json,https://github.com/cbg-ethz/V-pipe,2017-04-10T09:01:20Z,yes,Research group or lab,Application software,Direct research execution,Containers,
database/github/ArenA-Crowds/Crowds/metadata.json,https://api.github.com/repos/ArenA-Crowds/Crowds,2017-02-01T18:13:47Z,yes,Research group or lab,Application software,Direct research execution,Source repo,
database/github/MayaWaves/mayawaves/metadata.json,https://github.com/MayaWaves/mayawaves,2023-09-01T02:45:55Z,yes,Research group or lab,Dependency software artifact,Research-support tooling,Source repo,
database/github/Zstone19/pypetal/metadata.json,https://github.com/Zstone19/pypetal,2022-11-16T08:09:13Z,yes,"Institution (university, lab, government research organization)",Application software,Direct research execution,Package registry,
database/github/daler/gffutils/metadata.json,https://github.com/daler/gffutils,2011-10-12T13:48:14Z,yes,Individual maintainer,Dependency software artifact,Research-support tooling,Source repo,
database/github/mzy2240/ESA/metadata.json,https://api.github.com/repos/mzy2240/ESA,2019-10-08T21:37:23Z,yes,Individual maintainer,Dependency software artifact,Research-support tooling,Package registry,
database/github/klevis-a/kinematics-vis/metadata.json,https://github.com/klevis-a/kinematics-vis,2021-04-29T04:26:43Z,yes,"Institution (university, lab, government research organization)",Application software,Research-support tooling,Network service,
database/github/elixir-luxembourg/daisy/metadata.json,https://github.com/elixir-luxembourg/daisy,2019-03-25T08:55:21Z,yes,"Institution (university, lab, government research organization)",Application software,Research-support tooling,Source repo,
database/github/aamedinburgh/igmtransmission/metadata.json,https://github.com/aamedinburgh/igmtransmission,2015-03-27T15:55:16Z,yes,Individual maintainer,Application software,Direct research execution,Installer or binary,
database/github/bcgov/bcdata/metadata.json,https://github.com/bcgov/bcdata,2018-12-17T18:33:41Z,yes,"Institution (university, lab, government research organization)",Dependency software artifact,Research-support tooling,Package registry,
database/github/bcgov/ssdtools/metadata.json,https://github.com/bcgov/ssdtools,2017-11-28T22:29:01Z,yes,"Institution (university, lab, government research organization)",Dependency software artifact,Research-support tooling,Package registry,
database/github/jdhenshaw/scousepy/metadata.json,https://github.com/jdhenshaw/scousepy,2017-11-23T14:01:06Z,yes,"Institution (university, lab, government research organization)",Application software,Direct research execution,Source repo,
database/github/COBRAPROsimulator/COBRAPRO/metadata.json,https://github.com/COBRAPROsimulator/COBRAPRO,2024-02-10T00:10:31Z,yes,"Institution (university, lab, government research organization)",Application software,Direct research execution,Installer or binary,
database/github/r-spatial/rgee/metadata.json,https://api.github.com/repos/r-spatial/rgee,2019-09-03T05:38:52Z,yes,Community or foundation (open source governance),Dependency software artifact,Research-support tooling,Package registry,
database/github/rajeshmondal18/N-body/metadata.json,https://github.com/rajeshmondal18/N-body,2019-01-15T16:28:48Z,yes,"Institution (university, lab, government research organization)",Application software,Direct research execution,Installer or binary,
database/github/siavash-saki/tesspy/metadata.json,https://github.com/siavash-saki/tesspy,2021-12-02T11:26:02Z,yes,Research group or lab,Dependency software artifact,Research-support tooling,Package registry,
database/github/a-slide/pycoQC/metadata.json,https://github.com/a-slide/pycoQC,2017-06-16T10:05:57Z,yes,Vendor or commercial entity,Application software,Direct research execution,Network service,
database/github/TianlaiProject/tlpipe/metadata.json,https://github.com/TianlaiProject/tlpipe,2015-11-11T07:38:49Z,yes,Research group or lab,Application software,Direct research execution,Source repo,
database/github/HinodeXRT/xrtpy/metadata.json,https://github.com/HinodeXRT/xrtpy,2021-01-05T17:51:00Z,yes,"Institution (university, lab, government research organization)",Application software,Direct research execution,Source repo,
database/github/mattyowl/astLib/metadata.json,https://github.com/mattyowl/astLib,2020-12-10T15:51:32Z,yes,"Institution (university, lab, government research organization)",Dependency software artifact,Research-support tooling,Package registry,
database/github/sbi-dev/sbi/metadata.json,https://github.com/sbi-dev/sbi,2020-02-11T13:31:28Z,yes,Community or foundation (open source governance),Dependency software artifact,Direct research execution,Package registry,
database/github/Jane110111107/IsoTree/metadata.json,,,yes,Unknown,Unknown,Unknown,Unknown,"actor_unit,supply_chain_role,research_role,distribution_pathway"
database/github/michauhl/RBPBench/metadata.json,https://github.com/michauhl/RBPBench,2023-07-28T12:32:38Z,yes,Research group or lab,Application software,Direct research execution,Package registry,
database/github/fenderglass/Flye/metadata.json,https://github.com/fenderglass/Flye,2016-03-17T22:47:39Z,yes,Research group or lab,Application software,Direct research execution,Source repo,
database/github/gramos/imagetooth/metadata.json,https://github.com/gramos/imagetooth,2011-06-21T21:25:09Z,no,Unknown,Unknown,Unknown,Unknown,"actor_unit,supply_chain_role,research_role,distribution_pathway"
database/github/sklasfeld/DANPOS3/metadata.json,,2020-06-18T20:14:57Z,yes,Individual maintainer,Application software,Research-support tooling,Package registry,
database/github/multiscale/muscle3/metadata.json,https://api.github.com/repos/multiscale/muscle3,2018-02-25T21:07:17Z,yes,"Institution (university, lab, government research organization)",Infrastructure,Research-support tooling,Source repo,
database/github/PimenoffV/biotic/metadata.json,https://github.com/PimenoffV/Biotic,2025-06-26T09:37:30Z,no,Unknown,Unknown,Unknown,Unknown,"actor_unit,supply_chain_role,research_role,distribution_pathway"
database/github/PimenoffV/Abiotic/metadata.json,https://github.com/PimenoffV/Abiotic,2025-06-26T09:36:13Z,no,Unknown,Unknown,Unknown,Unknown,"actor_unit,supply_chain_role,research_role,distribution_pathway"
database/github/BU-ISCIII/iSkyLIMS/metadata.json,https://github.com/BU-ISCIII/iSkyLIMS,2018-05-10T14:17:06Z,yes,"Institution (university, lab, government research organization)",Application software,Direct research execution,Network service,
database/github/nikhil-sarin/redback/metadata.json,https://github.com/nikhil-sarin/redback,2019-04-18T07:58:34Z,yes,Individual maintainer,Application software,Direct research execution,Installer or binary,
database/github/supernnova/SuperNNova/metadata.json,https://github.com/supernnova/SuperNNova,2019-04-04T10:08:22Z,yes,Research group or lab,Application software,Direct research execution,Installer or binary,
database/github/bionlplab/GlaucomaNet/metadata.json,https://github.com/bionlplab/GlaucomaNet,2021-09-04T21:34:52Z,yes,Research group or lab,Application software,Direct research execution,Source repo,
database/github/astrom-tom/specstack/metadata.json,https://github.com/astrom-tom/specstack,2019-04-03T18:23:47Z,no,Individual maintainer,Unknown,Unknown,Source repo,"supply_chain_role,research_role"
database/github/FastMLC/fMLC/metadata.json,https://api.github.com/repos/FastMLC/fMLC,2017-09-13T09:11:18Z,yes,Research group or lab,Application software,Direct research execution,Installer or binary,
database/github/N-Wouda/ALNS/metadata.json,https://github.com/N-Wouda/ALNS,2019-06-02T12:30:28Z,yes,Individual maintainer,Dependency software artifact,Research-support tooling,Package registry,
database/github/mgcooper/baseflow/metadata.json,https://github.com/mgcooper/baseflow,2022-07-07T19:16:58Z,yes,Research group or lab,Application software,Direct research execution,Installer or binary,
database/github/msalibian/RBF/metadata.json,https://github.com/msalibian/RBF,2016-07-18T20:42:12Z,yes,Individual maintainer,Dependency software artifact,Research-support tooling,Package registry,
database/github/robertwissing/EOS/metadata.json,https://github.com/robertwissing/EOS,2019-11-21T01:41:54Z,no,Individual maintainer,Unknown,Unknown,Unknown,"supply_chain_role,research_role,distribution_pathway"
database/github/fpavogt/E0102-VR/metadata.json,https://github.com/fpavogt/E0102-VR,2018-12-31T19:22:04Z,no,Individual maintainer,Unknown,Unknown,Source repo,"supply_chain_role,research_role"
database/github/project-asgard/asgard/metadata.json,https://github.com/project-asgard/asgard,2019-06-09T21:34:52Z,yes,"Institution (university, lab, government research organization)",Application software,Direct research execution,Source repo,
database/github/hishamhm/htop/metadata.json,https://github.com/hishamhm/htop,2014-01-13T22:58:20Z,no,Individual maintainer,Unknown,Unknown,Unknown,"supply_chain_role,research_role,distribution_pathway"
database/github/HinLeung622/pipes_vis/metadata.json,https://github.com/HinLeung622/pipes_vis,2021-05-15T16:32:52Z,yes,Individual maintainer,Application software,Direct research execution,Package registry,
database/github/broadinstitute/cromwell/metadata.json,https://api.github.com/repos/broadinstitute/cromwell,2015-04-17T19:39:36Z,yes,"Institution (university, lab, government research organization)",Infrastructure,Research-support tooling,Installer or binary,
database/github/broadinstitute/wot/metadata.json,https://github.com/broadinstitute/wot,2017-10-18T15:48:53Z,no,"Institution (university, lab, government research organization)",Unknown,Unknown,Source repo,"supply_chain_role,research_role"
database/github/GabrielNakamura/FishPhyloMaker/metadata.json,https://github.com/GabrielNakamura/FishPhyloMaker,2021-02-07T22:01:58Z,yes,Individual maintainer,Dependency software artifact,Research-support tooling,Package registry,
database/github/cole-trapnell-lab/monocle3/metadata.json,https://github.com/cole-trapnell-lab/monocle3,2019-01-24T21:26:18Z,yes,Research group or lab,Application software,Direct research execution,Package registry,
database/github/HUST-DataMan/FRMC/metadata.json,https://github.com/HUST-DataMan/FRMC,2021-03-04T11:05:09Z,yes,Individual maintainer,Application software,Direct research execution,Source repo,
database/github/scottleedavis/googleearthtoolbox/metadata.json,https://api.github.com/repos/scottleedavis/google-earth-toolbox,2015-03-19T17:54:34Z,yes,Individual maintainer,Application software,Direct research execution,Source repo,
database/github/jamesrhester/Lerche.jl/metadata.json,https://github.com/jamesrhester/Lerche.jl,2019-12-06T05:12:49Z,yes,Individual maintainer,Dependency software artifact,Research-support tooling,Package registry,
database/github/LucindaLilley/PIRATES/metadata.json,https://github.com/LucindaLilley/PIRATES,2025-05-16T09:34:40Z,yes,Unknown,Unknown,Unknown,Unknown,"actor_unit,supply_chain_role,research_role,distribution_pathway"
database/github/espnet/espnet/metadata.json,https://github.com/espnet/espnet,2017-12-13T00:45:11Z,no,Unknown,Unknown,Unknown,Unknown,"actor_unit,supply_chain_role,research_role,distribution_pathway"
database/github/giswqs/geemap/metadata.json,https://api.github.com/repos/giswqs/geemap,2020-03-08T15:21:09Z,yes,Research group or lab,Dependency software artifact,Research-support tooling,Network service,
database/github/harrispopgen/mutyper/metadata.json,https://github.com/harrispopgen/mutyper,2020-03-28T00:12:48Z,yes,Research group or lab,Application software,Direct research execution,Package registry,
database/github/martibosch/detectree/metadata.json,https://api.github.com/repos/martibosch/detectree,2019-07-31T07:52:10Z,yes,"Institution (university, lab, government research organization)",Dependency software artifact,Direct research execution,Package registry,
database/github/cochran4/GEMB/metadata.json,https://api.github.com/repos/cochran4/GEMB,2019-02-14T17:47:21Z,yes,Individual maintainer,Application software,Direct research execution,Source repo,
database/github/ReGIS-org/regis-v2/metadata.json,https://api.github.com/repos/ReGIS-org/regis-v2,2017-10-05T14:17:13Z,yes,Research group or lab,Application software,Incidental or general-purpose,Package registry,
database/github/obreschkow/dftools/metadata.json,https://github.com/obreschkow/dftools,2017-06-08T16:27:41Z,no,Unknown,Unknown,Unknown,Unknown,"actor_unit,supply_chain_role,research_role,distribution_pathway"
database/github/jhkorhonen/MOODS/metadata.json,https://github.com/jhkorhonen/MOODS,2014-10-17T13:52:26Z,no,Unknown,Unknown,Unknown,Unknown,"actor_unit,supply_chain_role,research_role,distribution_pathway"
database/github/OPM/pyopmspe11/metadata.json,https://github.com/OPM/pyopmspe11,2023-10-20T10:42:56Z,yes,"Institution (university, lab, government research organization)",Application software,Direct research execution,Package registry,
database/github/mlpack/mlpack/metadata.json,https://api.github.com/repos/mlpack/mlpack,2014-12-17T18:16:59Z,yes,Community or foundation (open source governance),Dependency software artifact,Direct research execution,Installer or binary,
database/github/HorvathLab/ReQTL/metadata.json,https://github.com/HorvathLab/ReQTL,2018-02-25T16:21:39Z,yes,Research group or lab,Application software,Direct research execution,Package registry,
database/github/BrianAronson/birankr/metadata.json,https://api.github.com/repos/BrianAronson/birankr,2020-01-08T22:12:30Z,yes,Individual maintainer,Dependency software artifact,Research-support tooling,Package registry,
database/github/leirufeng/iEnhancer-DCSV/metadata.json,https://github.com/leirufeng/iEnhancer-DCSV,2022-11-25T15:25:11Z,no,Individual maintainer,Unknown,Unknown,Unknown,"supply_chain_role,research_role,distribution_pathway"
database/github/pypeit/PypeIt/metadata.json,https://github.com/pypeit/PypeIt,2015-06-05T22:25:37Z,yes,Research group or lab,Application software,Research-support tooling,Package registry,
database/github/sneumann/xcms/metadata.json,https://github.com/sneumann/xcms,2014-03-28T07:03:48Z,yes,Individual maintainer,Dependency software artifact,Research-support tooling,Package registry,
database/github/eelregit/pmwd/metadata.json,https://github.com/eelregit/pmwd,2021-08-30T21:31:40Z,yes,Individual maintainer,Application software,Direct research execution,Package registry,
database/github/eelregit/covdisc/metadata.json,https://github.com/eelregit/covdisc,2018-11-13T00:05:50Z,yes,Individual maintainer,Application software,Direct research execution,Source repo,
database/github/ERA-URBAN/netcdf2littler/metadata.json,https://api.github.com/repos/ERA-URBAN/netcdf2littler,2016-02-09T10:10:05Z,yes,Research group or lab,Application software,Direct research execution,Installer or binary,
database/github/ERA-URBAN/fm128_radar/metadata.json,https://api.github.com/repos/ERA-URBAN/fm128_radar,2016-12-21T11:50:04Z,yes,Research group or lab,Dependency software artifact,Research-support tooling,Package registry,
database/github/kmkuesters/pooledpeaks/metadata.json,https://github.com/kmkuesters/pooledpeaks,2024-05-02T18:51:17Z,yes,Research group or lab,Application software,Direct research execution,Package registry,
database/github/RemieJanssen/phylox/metadata.json,https://github.com/RemieJanssen/PhyloX,2023-06-06T08:20:34Z,yes,Individual maintainer,Dependency software artifact,Research-support tooling,Package registry,
database/github/online-behaviour/machine-learning/metadata.json,https://api.github.com/repos/online-behaviour/machine-learning,2017-04-10T16:45:02Z,yes,Research group or lab,Application software,Direct research execution,Package registry,
database/github/online-behaviour/find-journalists/metadata.json,https://api.github.com/repos/online-behaviour/find-journalists,2017-04-03T15:31:46Z,yes,Research group or lab,Application software,Direct research execution,Network service,
database/github/CITCOM-project/CausalTestingFramework/metadata.json,https://github.com/CITCOM-project/CausalTestingFramework,2021-11-12T11:11:01Z,yes,Research group or lab,Application software,Direct research execution,Package registry,
database/github/JacksonBurns/astartes/metadata.json,https://github.com/JacksonBurns/astartes,2022-04-22T01:48:06Z,yes,"Institution (university, lab, government research organization)",Dependency software artifact,Direct research execution,Installer or binary,
database/github/MartianColonist/POSEIDON/metadata.json,https://github.com/MartianColonist/POSEIDON,2022-02-25T01:41:27Z,yes,"Institution (university, lab, government research organization)",Application software,Research-support tooling,Source repo,
database/github/Dfupa/meTAline/metadata.json,https://github.com/Dfupa/meTAline,2021-11-24T10:21:12Z,yes,Unknown,Unknown,Unknown,Unknown,"actor_unit,supply_chain_role,research_role,distribution_pathway"
database/github/Tarskin/LaCyTools/metadata.json,https://github.com/Tarskin/LaCyTools,2015-09-08T10:13:12Z,yes,Individual maintainer,Application software,Direct research execution,Installer or binary,
database/github/olivecha/guitarsounds/metadata.json,https://github.com/olivecha/guitarsounds,2021-05-17T19:49:47Z,yes,Research group or lab,Application software,Direct research execution,Package registry,
database/github/Cantera/cantera/metadata.json,https://api.github.com/repos/Cantera/cantera,2015-03-26T16:54:16Z,yes,Community or foundation (open source governance),Application software,Direct research execution,Installer or binary,
database/github/EdoardoCarlesi/cmbeasy/metadata.json,https://github.com/EdoardoCarlesi/cmbeasy,2013-04-13T10:55:00Z,no,Unknown,Unknown,Unknown,Unknown,"actor_unit,supply_chain_role,research_role,distribution_pathway"
database/github/exosports/MARGE/metadata.json,https://github.com/exosports/MARGE,2020-03-04T23:46:21Z,yes,Research group or lab,Application software,Direct research execution,Package registry,
database/github/smeingast/PNICER/metadata.json,https://github.com/smeingast/PNICER,2016-04-25T20:49:59Z,yes,Individual maintainer,Application software,Direct research execution,Package registry,
database/github/e-koch/FilFinder/metadata.json,https://github.com/e-koch/FilFinder,2013-05-24T02:52:14Z,yes,"Institution (university, lab, government research organization)",Application software,Direct research execution,Source repo,
database/github/radio-astro-tools/pvextractor/metadata.json,https://github.com/radio-astro-tools/pvextractor,2013-09-23T21:22:17Z,yes,Community or foundation (open source governance),Application software,Direct research execution,Package registry,
database/github/radio-astro-tools/spectral-cube/metadata.json,https://github.com/radio-astro-tools/spectral-cube,2014-04-14T15:33:50Z,yes,Community or foundation (open source governance),Dependency software artifact,Research-support tooling,Source repo,
database/github/franciscozorrilla/metaGEM/metadata.json,https://github.com/franciscozorrilla/metaGEM,2018-06-14T15:26:05Z,yes,Research group or lab,Application software,Direct research execution,Package registry,
database/github/LSARP/ProteomicsQC/metadata.json,https://github.com/LSARP/ProteomicsQC,2021-07-16T18:10:32Z,yes,Unknown,Unknown,Unknown,Unknown,"actor_unit,supply_chain_role,research_role,distribution_pathway"
database/github/lkmklsmn/DrivAER/metadata.json,https://api.github.com/repos/lkmklsmn/DrivAER,2019-07-02T17:06:44Z,yes,"Institution (university, lab, government research organization)",Application software,Direct research execution,Package registry,
database/github/astro-group-bristol/Gradus.jl/metadata.json,https://github.com/astro-group-bristol/Gradus.jl,2022-04-19T22:26:43Z,no,Research group or lab,Unknown,Unknown,Source repo,"supply_chain_role,research_role"
database/github/tvwenger/HII-Region-Models/metadata.json,https://github.com/tvwenger/HII-Region-Models,2017-07-05T18:53:08Z,no,Unknown,Unknown,Unknown,Unknown,"actor_unit,supply_chain_role,research_role,distribution_pathway"
database/github/tvwenger/tmbidl/metadata.json,https://github.com/tvwenger/tmbidl,2016-07-22T19:21:26Z,no,Unknown,Unknown,Unknown,Unknown,"actor_unit,supply_chain_role,research_role,distribution_pathway"
database/github/andersen-lab/html/metadata.json,,,yes,Unknown,Unknown,Unknown,Unknown,"actor_unit,supply_chain_role,research_role,distribution_pathway"
database/github/radicamc/applesoss/metadata.json,https://github.com/radicamc/applesoss,2022-07-20T13:22:34Z,yes,"Institution (university, lab, government research organization)",Application software,Direct research execution,Package registry,
database/github/eXtremeGravityInstitute/QuickCBC/metadata.json,https://github.com/eXtremeGravityInstitute/QuickCBC,2021-01-11T19:10:00Z,yes,Research group or lab,Application software,Direct research execution,Network service,
database/github/lrnv/Copulas.jl/metadata.json,https://github.com/lrnv/Copulas.jl,2022-02-07T11:54:16Z,yes,Individual maintainer,Dependency software artifact,Research-support tooling,Network service,
database/github/Zilong-Li/PCAone/metadata.json,https://github.com/Zilong-Li/PCAone,2020-11-30T15:21:29Z,yes,Unknown,Unknown,Unknown,Unknown,"actor_unit,supply_chain_role,research_role,distribution_pathway"
database/github/abrupt-climate/hyper-canny/metadata.json,https://api.github.com/repos/abrupt-climate/hyper-canny,2017-03-31T15:39:57Z,yes,Research group or lab,Application software,Research-support tooling,Package registry,
database/github/ElucidataInc/ElMaven/metadata.json,https://github.com/ElucidataInc/ElMaven,2016-10-07T06:06:47Z,yes,Vendor or commercial entity,Application software,Direct research execution,Builds and releases,
database/github/snakemake/snakemake/metadata.json,https://api.github.com/repos/snakemake/snakemake,2019-10-04T14:58:11Z,yes,Community or foundation (open source governance),Infrastructure,Research-support tooling,Network service,
database/github/AMReX-Astro/Castro/metadata.json,https://github.com/AMReX-Astro/Castro,2015-01-21T20:10:37Z,yes,Research group or lab,Application software,Direct research execution,Source repo,
database/github/rhenanbartels/hrv/metadata.json,https://api.github.com/repos/rhenanbartels/hrv,2016-10-13T23:49:51Z,yes,Individual maintainer,Dependency software artifact,Research-support tooling,Package registry,
database/github/davidebolo1993/TRiCoLOR/metadata.json,https://api.github.com/repos/davidebolo1993/TRiCoLOR,2018-06-21T14:32:00Z,yes,"Institution (university, lab, government research organization)",Application software,Direct research execution,Containers,
database/github/mindearth/mobilkit/metadata.json,https://github.com/mindearth/mobilkit,2021-07-29T16:20:49Z,yes,Mixed or shared responsibility,Dependency software artifact,Research-support tooling,Package registry,
database/github/adbar/htmldate/metadata.json,https://api.github.com/repos/adbar/htmldate,2017-08-24T14:09:12Z,yes,Vendor or commercial entity,Dependency software artifact,Research-support tooling,Network service,
database/github/daddeptr/Needlets/metadata.json,https://github.com/daddeptr/Needlets,2014-02-24T18:28:03Z,no,Unknown,Unknown,Unknown,Unknown,"actor_unit,supply_chain_role,research_role,distribution_pathway"
database/github/Effective-Quadratures/Effective-Quadratures/metadata.json,https://api.github.com/repos/Effective-Quadratures/Effective-Quadratures,2016-03-23T10:15:19Z,yes,Research group or lab,Dependency software artifact,Research-support tooling,Package registry,
database/github/waynebhayes/SpArcFiRe/metadata.json,https://github.com/waynebhayes/SpArcFiRe,2018-02-02T18:26:09Z,yes,"Institution (university, lab, government research organization)",Application software,Direct research execution,Source repo,
database/github/xenon-middleware/pyxenon/metadata.json,https://api.github.com/repos/xenon-middleware/pyxenon,2015-11-30T16:44:52Z,yes,Community or foundation (open source governance),Dependency software artifact,Research-support tooling,Package registry,
database/github/xenon-middleware/xenon/metadata.json,https://api.github.com/repos/xenon-middleware/xenon,2013-04-05T08:24:15Z,yes,"Institution (university, lab, government research organization)",Dependency software artifact,Research-support tooling,Network service,
database/github/duducosmos/pycosmicstar/metadata.json,https://github.com/duducosmos/pycosmicstar,2013-11-29T23:01:39Z,yes,Individual maintainer,Application software,Direct research execution,Package registry,
database/github/ReSurfEMG/ReSurfEMG/metadata.json,https://github.com/ReSurfEMG/ReSurfEMG,2022-06-07T10:45:44Z,yes,Research group or lab,Application software,Direct research execution,Package registry,
database/github/skypyproject/skypy/metadata.json,https://github.com/skypyproject/skypy,2019-11-13T10:24:06Z,yes,Community or foundation (open source governance),Application software,Direct research execution,Package registry,
database/github/JunTaoLuo/mctreesearch4j/metadata.json,https://github.com/aqtech-ca/mctreesearch4j,2020-11-08T08:20:56Z,yes,Vendor or commercial entity,Dependency software artifact,Direct research execution,Package registry,
database/github/scipy/scipy/metadata.json,https://api.github.com/repos/scipy/scipy,2011-03-09T18:52:03Z,yes,Community or foundation (open source governance),Dependency software artifact,Direct research execution,Network service,
database/github/BasilioRuiz/SIR-code/metadata.json,https://github.com/BasilioRuiz/SIR-code,2017-04-21T10:09:17Z,no,Unknown,Unknown,Unknown,Unknown,"actor_unit,supply_chain_role,research_role,distribution_pathway"
database/github/marbl/Krona/metadata.json,https://github.com/marbl/Krona,2015-08-12T14:27:36Z,no,Unknown,Unknown,Unknown,Unknown,"actor_unit,supply_chain_role,research_role,distribution_pathway"
database/github/mackelab/sbi/metadata.json,https://github.com/mackelab/sbi,2020-02-11T13:31:28Z,yes,Research group or lab,Dependency software artifact,Direct research execution,Package registry,
database/github/JuliaSmoothOptimizers/DCISolver.jl/metadata.json,https://github.com/JuliaSmoothOptimizers/DCISolver.jl,2015-04-01T23:56:20Z,yes,Research group or lab,Dependency software artifact,Direct research execution,Network service,
database/github/interactivereport/OmicsView0/metadata.json,https://github.com/interactivereport/OmicsView0,2020-10-25T20:25:10Z,yes,Unknown,Unknown,Unknown,Unknown,"actor_unit,supply_chain_role,research_role,distribution_pathway"
database/github/KALMUS-Color-Toolkit/KALMUS/metadata.json,https://github.com/KALMUS-Color-Toolkit/KALMUS,2020-08-05T00:58:21Z,yes,Research group or lab,Application software,Direct research execution,Package registry,
database/github/ivadomed/ivadomed/metadata.json,https://github.com/ivadomed/ivadomed,2018-01-25T02:12:52Z,yes,Research group or lab,Application software,Direct research execution,Package registry,
database/github/berenslab/MorphoPy/metadata.json,https://api.github.com/repos/berenslab/MorphoPy,2017-11-27T17:32:21Z,yes,Research group or lab,Application software,Direct research execution,Package registry,
database/github/cgarraffo/StelNet/metadata.json,https://github.com/cgarraffo/StelNet,2021-04-16T20:16:34Z,no,Unknown,Unknown,Unknown,Unknown,"actor_unit,supply_chain_role,research_role,distribution_pathway"
database/github/arielmission-space/PAOS/metadata.json,https://github.com/arielmission-space/PAOS,2021-09-15T13:28:01Z,yes,Vendor or commercial entity,Application software,Research-support tooling,Package registry,
database/github/nwchemgit/nwchem/metadata.json,https://github.com/nwchemgit/nwchem,2017-11-19T17:48:21Z,yes,"Institution (university, lab, government research organization)",Application software,Direct research execution,Network service,
database/github/DynaSlum/satsense/metadata.json,https://api.github.com/repos/DynaSlum/satsense,2018-02-13T14:24:41Z,yes,Research group or lab,Dependency software artifact,Research-support tooling,Installer or binary,
database/github/MyWebIntelligence/MyWebIntelligencePython/metadata.json,https://github.com/MyWebIntelligence/MyWebIntelligencePython,2018-10-15T12:46:03Z,yes,Unknown,Unknown,Unknown,Unknown,"actor_unit,supply_chain_role,research_role,distribution_pathway"
database/github/ExeClim/Isca/metadata.json,https://github.com/ExeClim/Isca,2017-07-15T00:13:40Z,no,Unknown,Unknown,Unknown,Unknown,"actor_unit,supply_chain_role,research_role,distribution_pathway"
database/github/ajosephy/Clustering/metadata.json,https://github.com/ajosephy/Clustering,2016-01-28T20:58:16Z,no,Unknown,Unknown,Unknown,Unknown,"actor_unit,supply_chain_role,research_role,distribution_pathway"
database/github/MichelleLochner/astronomaly/metadata.json,https://github.com/MichelleLochner/astronomaly,2019-07-11T12:50:08Z,yes,Individual maintainer,Application software,Direct research execution,Installer or binary,
database/github/zonca/python-qucs/metadata.json,https://github.com/zonca/python-qucs,2010-11-25T01:57:13Z,no,Unknown,Unknown,Unknown,Unknown,"actor_unit,supply_chain_role,research_role,distribution_pathway"
database/github/euroargodev/argopy/metadata.json,https://github.com/euroargodev/argopy,2020-03-17T16:14:32Z,yes,Research group or lab,Dependency software artifact,Research-support tooling,Package registry,
database/github/RomainFeron/mwga-utils/metadata.json,https://github.com/RomainFeron/mwga-utils,2019-12-04T10:41:51Z,yes,Individual maintainer,Application software,Direct research execution,Source repo,
database/github/PCMSolver/pcmsolver/metadata.json,https://github.com/PCMSolver/pcmsolver,2014-09-08T14:34:12Z,yes,Research group or lab,Dependency software artifact,Research-support tooling,Source repo,
database/github/meenakshi-kushwaha/mmaqshiny/metadata.json,https://api.github.com/repos/meenakshi-kushwaha/mmaqshiny,2020-05-13T17:28:11Z,yes,Individual maintainer,Application software,Direct research execution,Installer or binary,
database/github/votca/xtp/metadata.json,https://api.github.com/repos/votca/xtp,2016-01-20T17:47:47Z,yes,Community or foundation (open source governance),Application software,Direct research execution,Source repo,
database/github/msm550/DMATIS/metadata.json,https://github.com/msm550/DMATIS,2018-03-05T22:42:03Z,yes,Individual maintainer,Application software,Direct research execution,Source repo,
database/github/jmschrei/pomegranate/metadata.json,https://api.github.com/repos/jmschrei/pomegranate,2014-11-24T18:36:58Z,yes,"Institution (university, lab, government research organization)",Dependency software artifact,Research-support tooling,Package registry,
database/github/HEAP-EXPOSOME/HPV-KITE/metadata.json,https://github.com/HEAP-EXPOSOME/HPV-KITE,2025-03-20T13:00:32Z,yes,Research group or lab,Application software,Direct research execution,Installer or binary,
database/github/HEAP-EXPOSOME/hopsworks/metadata.json,https://github.com/HEAP-EXPOSOME/hopsworks,2021-06-30T15:44:26Z,yes,Vendor or commercial entity,Infrastructure,Research-support tooling,Package registry,
