path,repo_url,created_at,missing_scorecard,actor_unit,supply_chain_role,research_role,distribution_pathway,missing_fields,Binary-Artifacts,Branch-Protection,CI-Tests,CII-Best-Practices,Code-Review,Contributors,Dangerous-Workflow,Dependency-Update-Tool,Fuzzing,License,Maintained,Packaging,Pinned-Dependencies,SAST,Security-Policy,Signed-Releases,Token-Permissions,Vulnerabilities,overall_score
database/github/mzechmeister/serval/metadata.json,https://github.com/mzechmeister/serval,2017-10-06T22:15:13Z,no,"Institution (university, lab, government research organization)",Application software,Direct research execution,Package registry,,10,0,0,0,0,3,-1,0,0,10,6,-1,-1,0,0,-1,-1,10,3.2
database/github/matchms/matchms/metadata.json,https://api.github.com/repos/matchms/matchms,2020-05-20T14:55:48Z,yes,"Institution (university, lab, government research organization)",Dependency software artifact,Research-support tooling,Package registry,,,,,,,,,,,,,,,,,,,,
database/github/matchms/ms2deepscore/metadata.json,https://github.com/matchms/ms2deepscore,2020-11-04T15:49:33Z,no,Community or foundation (open source governance),Dependency software artifact,Direct research execution,Package registry,,10,0,6,0,3,10,10,0,0,10,10,10,0,10,0,-1,0,10,5.3
database/github/bayzidlab/SAINT-Angle/metadata.json,https://github.com/bayzidlab/SAINT-Angle,2022-09-15T05:30:58Z,no,Research group or lab,Application software,Direct research execution,Package registry,,10,0,-1,0,0,3,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,2.3
database/github/adammoss/supernovae/metadata.json,https://github.com/adammoss/supernovae,2016-06-20T19:28:42Z,no,Individual maintainer,Application software,Direct research execution,Source repo,,10,0,-1,0,0,3,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,2.7
database/github/collinlewin/STELA-Toolkit/metadata.json,https://github.com/collinlewin/STELA-Toolkit,2024-11-06T17:20:54Z,no,Individual maintainer,Dependency software artifact,Research-support tooling,Package registry,,10,0,-1,0,0,3,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,2.7
database/github/EnergyModelsX/EnergyModelsBase.jl/metadata.json,https://github.com/EnergyModelsX/EnergyModelsBase.jl,2024-01-25T12:44:05Z,no,Research group or lab,Dependency software artifact,Research-support tooling,Source repo,,10,3,10,0,8,10,10,0,0,10,3,-1,0,0,0,-1,0,10,4.6
database/github/neurogeriatricskiel/NGMT/metadata.json,https://github.com/neurogeriatricskiel/KielMAT,2023-01-09T18:38:01Z,no,Research group or lab,Dependency software artifact,Research-support tooling,Package registry,,10,0,0,0,0,10,10,10,0,9,0,-1,0,0,0,-1,0,0,3.2
database/github/nworbde/dStar/metadata.json,https://github.com/nworbde/dStar,2014-05-30T21:30:18Z,no,"Institution (university, lab, government research organization)",Application software,Direct research execution,Source repo,,10,0,-1,0,0,3,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,2.7
database/github/JeffLCoughlin/skye/metadata.json,https://github.com/JeffLCoughlin/skye,2017-01-09T07:09:48Z,no,"Institution (university, lab, government research organization)",Application software,Direct research execution,Source repo,,10,0,-1,0,0,3,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,2.7
database/github/JeffLCoughlin/EphemMatch/metadata.json,https://github.com/JeffLCoughlin/EphemMatch,2018-01-29T23:33:11Z,no,Research group or lab,Application software,Direct research execution,Installer or binary,,10,0,-1,0,0,3,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,2.7
database/github/BonsonW/slow5curl/metadata.json,https://github.com/BonsonW/slow5curl,2023-07-14T06:47:45Z,no,Research group or lab,Application software,Direct research execution,Network service,,10,3,-1,0,0,6,10,0,0,10,0,-1,0,0,0,0,0,10,3.2
database/github/DKMS/hapl-o-Mat_WinBin/metadata.json,https://github.com/DKMS/Hapl-o-Mat_WinBin,2021-03-15T09:16:12Z,no,Vendor or commercial entity,Application software,Direct research execution,Installer or binary,,7,0,-1,0,0,3,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,2.0
database/github/SDXorg/pysd/metadata.json,https://github.com/SDXorg/pysd,2013-12-16T14:43:20Z,yes,Community or foundation (open source governance),Dependency software artifact,Research-support tooling,Package registry,,,,,,,,,,,,,,,,,,,,
database/github/parsotat/batanalysis/metadata.json,https://github.com/parsotat/BatAnalysis,2022-11-28T18:51:35Z,no,"Institution (university, lab, government research organization)",Application software,Direct research execution,Package registry,,10,0,-1,0,0,3,-1,0,0,10,1,-1,-1,0,0,-1,-1,0,1.7
database/github/fccoelho/epigrass/metadata.json,https://github.com/fccoelho/epigrass,2016-05-23T16:06:46Z,no,Individual maintainer,Application software,Direct research execution,Installer or binary,,10,0,0,0,0,10,10,0,0,10,7,10,0,0,0,-1,0,6,3.8
database/github/fccoelho/epimodels/metadata.json,https://github.com/fccoelho/epimodels,2018-11-08T18:57:06Z,no,Individual maintainer,Dependency software artifact,Research-support tooling,Source repo,,10,0,-1,0,0,10,10,0,0,10,0,10,0,0,0,-1,0,10,3.7
database/github/hongwanliu/DarkHistory/metadata.json,https://github.com/hongwanliu/DarkHistory,2017-09-30T21:49:58Z,no,Individual maintainer,Application software,Direct research execution,Package registry,,10,0,-1,0,0,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,9,2.5
database/github/portsmouth/cmbview/metadata.json,https://github.com/portsmouth/cmbview,2015-05-28T09:34:06Z,no,Individual maintainer,Application software,Direct research execution,Source repo,,10,0,-1,0,0,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,2.6
database/github/cbml-forth/eucaim_wizard_tool/metadata.json,https://github.com/cbml-forth/eucaim_wizard_tool,2025-11-04T10:18:08Z,no,Research group or lab,Application software,Direct research execution,Source repo,,10,0,-1,0,0,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,2.6
database/github/astroumd/miriad/metadata.json,https://github.com/astroumd/miriad,2020-05-29T18:48:40Z,no,Research group or lab,Application software,Direct research execution,Source repo,,10,0,0,0,0,3,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,2.2
database/github/LauraHerold/pinc/metadata.json,https://github.com/LauraHerold/pinc,2024-05-22T13:10:53Z,no,Individual maintainer,Application software,Direct research execution,Source repo,,10,0,-1,0,0,3,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,2.3
database/github/vferat/pycrostates/metadata.json,https://github.com/vferat/pycrostates,2020-11-04T14:49:51Z,no,"Institution (university, lab, government research organization)",Application software,Direct research execution,Package registry,,10,0,10,0,0,10,10,10,0,10,10,-1,0,0,0,-1,0,10,5.1
database/github/sefffal/Octofitter.jl/metadata.json,https://github.com/sefffal/Octofitter.jl,2021-05-18T16:01:54Z,no,"Institution (university, lab, government research organization)",Application software,Direct research execution,Installer or binary,,10,0,10,0,0,6,10,0,0,10,10,-1,0,0,0,-1,0,10,4.2
database/github/neuroanatomy/thresholdmann/metadata.json,https://github.com/neuroanatomy/thresholdmann,2018-06-01T11:59:50Z,no,Unknown,Unknown,Unknown,Unknown,"actor_unit,supply_chain_role,research_role,distribution_pathway",10,0,0,0,1,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,0,1.9
database/github/neuroanatomy/reorient/metadata.json,https://github.com/neuroanatomy/reorient,2018-06-01T12:01:33Z,no,Unknown,Unknown,Unknown,Unknown,"actor_unit,supply_chain_role,research_role,distribution_pathway",10,0,0,0,1,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,0,1.9
database/github/alstat/ALUES/metadata.json,https://github.com/alstat/ALUES,2014-03-18T02:55:33Z,no,"Institution (university, lab, government research organization)",Application software,Research-support tooling,Package registry,,10,0,0,0,0,10,10,0,0,9,0,-1,0,0,0,-1,0,10,3.2
database/github/scverse/scanpy/metadata.json,https://github.com/scverse/scanpy,2017-01-29T11:31:11Z,no,Community or foundation (open source governance),Dependency software artifact,Research-support tooling,Network service,,10,3,10,0,6,10,10,10,0,10,10,10,0,0,0,-1,0,10,6.1
database/github/scverse/muon/metadata.json,https://github.com/scverse/muon,2020-02-03T02:00:15Z,no,Community or foundation (open source governance),Dependency software artifact,Research-support tooling,Package registry,,10,3,7,0,3,10,10,0,0,10,6,-1,0,0,0,-1,0,10,4.4
database/github/scverse/anndata/metadata.json,https://github.com/scverse/anndata,2017-08-11T14:10:06Z,no,Community or foundation (open source governance),Dependency software artifact,Research-support tooling,Network service,,10,3,10,0,7,10,10,10,0,10,10,10,0,0,0,-1,0,10,6.2
database/github/alastair-droop/fqtools/metadata.json,https://github.com/alastair-droop/fqtools,2016-01-15T22:38:13Z,no,Individual maintainer,Application software,Research-support tooling,Installer or binary,,10,0,0,0,0,3,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,2.6
database/github/bjmt/universalmotif/metadata.json,https://github.com/bjmt/universalmotif,2017-02-22T14:10:28Z,no,Individual maintainer,Dependency software artifact,Research-support tooling,Package registry,,10,0,0,0,0,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,2.9
database/github/HERA-Team/matvis/metadata.json,https://github.com/HERA-Team/matvis,2021-05-12T21:26:24Z,yes,Research group or lab,Application software,Direct research execution,Package registry,,,,,,,,,,,,,,,,,,,,
database/github/HERA-Team/aipy/metadata.json,https://github.com/HERA-Team/aipy,2008-12-31T19:33:40Z,yes,Research group or lab,Dependency software artifact,Research-support tooling,Package registry,,,,,,,,,,,,,,,,,,,,
database/github/HERA-Team/hera_opm/metadata.json,https://github.com/HERA-Team/hera_opm,2018-02-14T00:00:38Z,no,Research group or lab,Application software,Direct research execution,Package registry,,10,8,6,0,10,10,10,0,0,10,0,10,0,0,0,-1,0,10,5.1
database/github/oscaribv/pyaneti/metadata.json,https://github.com/oscaribv/pyaneti,2017-02-10T15:41:49Z,no,"Institution (university, lab, government research organization)",Application software,Direct research execution,Source repo,,10,0,-1,0,0,3,-1,0,0,10,4,-1,-1,0,0,-1,-1,10,3.1
database/github/oscaribv/exotrending/metadata.json,https://github.com/oscaribv/exotrending,2017-02-10T14:26:30Z,no,Individual maintainer,Application software,Direct research execution,Installer or binary,,10,0,-1,0,0,3,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,2.7
database/github/oscaribv/citlalicue/metadata.json,https://github.com/oscaribv/citlalicue,2020-06-29T13:28:10Z,no,Individual maintainer,Application software,Direct research execution,Package registry,,10,0,-1,0,0,3,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,2.7
database/github/GeoscienceAustralia/eo-tides/metadata.json,https://github.com/GeoscienceAustralia/eo-tides,2024-09-16T06:10:09Z,no,"Institution (university, lab, government research organization)",Dependency software artifact,Research-support tooling,Package registry,,10,0,5,0,0,6,10,10,0,10,5,-1,0,0,0,-1,0,0,3.7
database/github/silx-kit/pyFAI/metadata.json,https://github.com/silx-kit/pyFAI,2012-06-07T19:37:21Z,no,Research group or lab,Dependency software artifact,Research-support tooling,Package registry,,10,1,8,0,7,10,-1,10,0,9,10,-1,0,0,10,0,-1,4,5.2
database/github/TriPed-Robot/TriP/metadata.json,https://github.com/TriPed-Robot/trip_kinematics,2021-03-23T12:46:10Z,no,Research group or lab,Dependency software artifact,Research-support tooling,Package registry,,9,0,0,0,0,10,10,0,0,10,0,-1,1,0,0,-1,0,10,3.2
database/github/CrowdTruth/CrowdTruth/metadata.json,https://api.github.com/repos/CrowdTruth/CrowdTruth,2014-05-13T12:56:25Z,yes,Research group or lab,Application software,Direct research execution,Builds and releases,,,,,,,,,,,,,,,,,,,,
database/github/leonardlab/COMET/metadata.json,https://github.com/leonardlab/COMET,2019-11-09T18:50:04Z,no,Unknown,Unknown,Unknown,Unknown,"actor_unit,supply_chain_role,research_role,distribution_pathway",10,0,-1,0,0,3,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,2.7
database/github/mcgalcode/pylattica/metadata.json,https://github.com/mcgalcode/pylattica,2022-03-10T01:32:43Z,no,Individual maintainer,Application software,Direct research execution,Package registry,,10,6,0,0,0,3,10,0,0,9,0,10,0,0,0,-1,0,10,3.8
database/github/Pizzuti92/MG-MAMPOSSt/metadata.json,https://github.com/Pizzuti92/MG-MAMPOSSt,2021-03-04T17:29:31Z,no,Research group or lab,Application software,Direct research execution,Network service,,9,0,0,0,1,0,10,0,0,10,0,-1,0,0,0,-1,0,10,3.0
database/github/SMI/SmiServices/metadata.json,https://api.github.com/repos/SMI/SmiServices,2019-10-21T10:50:38Z,yes,Vendor or commercial entity,Application software,Research-support tooling,Package registry,,,,,,,,,,,,,,,,,,,,
database/github/microplastics-cluster/fragment-mnp/metadata.json,https://github.com/microplastics-cluster/fragment-mnp,2021-11-23T15:03:14Z,no,Research group or lab,Application software,Direct research execution,Package registry,,10,0,-1,0,0,10,10,10,0,10,0,10,0,0,0,8,0,0,4.0
database/github/danielenricocahall/elephas/metadata.json,https://github.com/danielenricocahall/elephas,2020-12-27T21:55:38Z,no,"Institution (university, lab, government research organization)",Dependency software artifact,Research-support tooling,Package registry,,10,6,10,0,0,10,10,0,0,10,0,-1,0,0,0,0,0,0,3.0
database/github/winger/hawking_net/metadata.json,https://github.com/winger/hawking_net,2022-02-23T03:07:54Z,no,Individual maintainer,Unknown,Unknown,Unknown,"supply_chain_role,research_role,distribution_pathway",10,0,0,0,2,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,0,1.6
database/github/winni2k/abeona/metadata.json,https://github.com/winni2k/abeona,2018-03-28T06:16:29Z,no,Individual maintainer,Application software,Direct research execution,Package registry,,10,0,-1,0,0,6,-1,0,0,9,0,-1,0,0,0,-1,-1,10,2.6
database/github/cinemascience/cinema_snap/metadata.json,https://github.com/cinemascience/cinema_snap,2020-09-22T22:32:06Z,no,"Institution (university, lab, government research organization)",Application software,Unknown,Network service,research_role,10,0,-1,0,0,3,-1,0,0,9,0,-1,-1,0,0,-1,-1,0,1.6
database/github/tkonolige/city2ba/metadata.json,https://github.com/tkonolige/city2ba,2020-02-16T05:06:08Z,no,Individual maintainer,Application software,Direct research execution,Installer or binary,,10,0,0,0,0,3,10,0,0,10,0,-1,0,0,0,-1,0,0,2.2
database/github/LSSTDESC/WeakLensingDeblending/metadata.json,https://github.com/LSSTDESC/WeakLensingDeblending,2013-03-12T12:28:11Z,no,Community or foundation (open source governance),Application software,Direct research execution,Source repo,,10,0,0,0,7,10,-1,0,0,9,0,-1,-1,0,0,-1,-1,10,3.6
database/github/LSSTDESC/CCL/metadata.json,https://github.com/LSSTDESC/CCL,2016-04-29T14:08:38Z,yes,Community or foundation (open source governance),Dependency software artifact,Research-support tooling,Package registry,,,,,,,,,,,,,,,,,,,,
database/github/LSSTDESC/snmachine/metadata.json,https://github.com/LSSTDESC/snmachine,2016-07-14T10:52:10Z,no,Research group or lab,Dependency software artifact,Research-support tooling,Network service,,10,0,0,0,1,10,10,0,0,10,0,-1,0,0,0,-1,0,0,2.5
database/github/LSSTDESC/sacc/metadata.json,https://github.com/LSSTDESC/sacc,2017-03-08T10:51:20Z,no,Community or foundation (open source governance),Dependency software artifact,Research-support tooling,Installer or binary,,10,3,10,0,4,10,10,0,0,10,0,10,0,0,0,-1,0,8,4.2
database/github/LSSTDESC/NaMaster/metadata.json,https://github.com/LSSTDESC/NaMaster,2018-07-29T06:29:34Z,no,Research group or lab,Application software,Research-support tooling,Package registry,,10,8,3,0,0,10,10,0,0,10,6,-1,0,0,0,-1,0,10,4.5
database/github/LSSTDESC/BlendingToolKit/metadata.json,https://github.com/LSSTDESC/BlendingToolKit,2018-07-27T15:22:14Z,no,Research group or lab,Dependency software artifact,Research-support tooling,Package registry,,10,3,8,0,0,10,10,10,0,10,0,10,0,0,0,8,0,10,5.0
database/github/LSSTDESC/Spectractor/metadata.json,https://github.com/LSSTDESC/Spectractor,2018-03-12T13:17:04Z,no,Community or foundation (open source governance),Application software,Direct research execution,Package registry,,10,3,10,0,0,10,10,0,0,10,10,-1,0,0,0,-1,0,10,4.6
database/github/LSSTDESC/chroma/metadata.json,https://github.com/LSSTDESC/chroma,2013-04-05T23:48:38Z,no,Research group or lab,Application software,Direct research execution,Source repo,,10,0,-1,0,0,10,-1,0,0,9,0,-1,-1,0,0,-1,-1,10,2.9
database/github/LSSTDESC/descqa/metadata.json,https://github.com/LSSTDESC/descqa,2015-12-10T19:53:20Z,no,Community or foundation (open source governance),Application software,Direct research execution,Installer or binary,,9,8,1,0,4,10,10,10,0,10,1,-1,0,0,0,-1,0,10,5.1
database/github/Pometry/Raphtory/metadata.json,https://github.com/Pometry/Raphtory,2017-05-30T13:15:18Z,no,Vendor or commercial entity,Application software,Direct research execution,Package registry,,10,6,9,0,9,10,0,10,0,10,10,10,0,10,10,-1,0,0,5.7
database/github/pymedphys/pymedphys/metadata.json,https://github.com/pymedphys/pymedphys,2019-01-29T22:20:04Z,yes,Community or foundation (open source governance),Dependency software artifact,Research-support tooling,Package registry,,,,,,,,,,,,,,,,,,,,
database/github/introlab/opentera/metadata.json,https://github.com/introlab/opentera,2019-01-31T15:01:24Z,no,Research group or lab,Application software,Direct research execution,Network service,,10,3,10,0,0,10,10,0,0,10,0,-1,0,0,10,-1,0,6,4.0
database/github/teoxxx/rlos/metadata.json,https://github.com/teoxxx/rlos,2018-07-12T15:33:21Z,no,Individual maintainer,Application software,Direct research execution,Source repo,,10,0,-1,0,0,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,2.6
database/github/teoxxx/nemiss_proper/metadata.json,https://github.com/teoxxx/nemiss_proper,2023-11-29T16:36:01Z,no,Individual maintainer,Application software,Direct research execution,Installer or binary,,10,0,-1,0,0,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,2.6
database/github/teoxxx/nemiss_pbl/metadata.json,https://github.com/teoxxx/nemiss_pbl,2019-12-02T18:59:24Z,no,Individual maintainer,Application software,Direct research execution,Installer or binary,,0,0,-1,0,0,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,1.5
database/github/ThibaultFillion/strengths/metadata.json,https://github.com/ThibaultFillion/strengths,2023-10-22T12:25:04Z,yes,"Institution (university, lab, government research organization)",Application software,Direct research execution,Package registry,,,,,,,,,,,,,,,,,,,,
database/github/candebellavita/vkompth/metadata.json,https://github.com/candebellavita/vkompth,2022-03-14T15:15:46Z,no,"Institution (university, lab, government research organization)",Application software,Direct research execution,Source repo,,10,0,0,0,0,10,-1,0,0,9,0,-1,-1,0,0,-1,-1,10,2.8
database/github/nrao/UniPOPS/metadata.json,https://github.com/nrao/UniPOPS,2015-02-23T19:40:58Z,no,Unknown,Unknown,Unknown,Unknown,"actor_unit,supply_chain_role,research_role,distribution_pathway",10,0,-1,0,0,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,2.6
database/github/ggmichael/craterstats/metadata.json,https://github.com/ggmichael/craterstats,2021-02-23T19:41:11Z,no,"Institution (university, lab, government research organization)",Application software,Direct research execution,Installer or binary,,10,0,-1,0,0,10,10,0,0,10,6,-1,0,0,0,0,0,10,3.5
database/github/labsquare/CutePeaks/metadata.json,https://github.com/labsquare/CutePeaks,2017-01-18T15:17:55Z,yes,Research group or lab,Application software,Research-support tooling,Installer or binary,,,,,,,,,,,,,,,,,,,,
database/github/COMBINE-lab/salmon/metadata.json,https://github.com/COMBINE-lab/salmon,2015-03-19T22:37:41Z,no,Research group or lab,Application software,Direct research execution,Installer or binary,,10,0,0,0,5,10,-1,0,0,10,0,-1,0,0,0,0,-1,10,2.9
database/github/COMBINE-lab/RapMap/metadata.json,https://github.com/COMBINE-lab/RapMap,2015-07-04T16:54:15Z,no,Research group or lab,Application software,Research-support tooling,Network service,,10,0,-1,0,0,3,-1,0,0,10,0,-1,0,0,0,0,-1,10,2.3
database/github/COMBINE-lab/cuttlefish/metadata.json,,2020-04-08T18:32:57Z,no,Research group or lab,Application software,Research-support tooling,Package registry,,10,0,0,0,1,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,3.0
database/github/COMBINE-lab/pufferfish/metadata.json,https://github.com/COMBINE-lab/pufferfish,2017-05-25T20:39:11Z,no,Research group or lab,Application software,Direct research execution,Installer or binary,,9,0,-1,0,0,10,10,0,0,10,0,-1,0,0,0,-1,0,10,3.2
database/github/COMBINE-lab/oarfish/metadata.json,https://github.com/COMBINE-lab/oarfish,2022-06-27T17:58:35Z,no,Research group or lab,Unknown,Unknown,Unknown,"supply_chain_role,research_role,distribution_pathway",10,0,10,0,0,3,10,0,0,10,5,-1,0,0,0,0,0,10,3.5
database/github/COMBINE-lab/terminus/metadata.json,https://github.com/COMBINE-lab/terminus,2020-01-30T20:28:47Z,no,Research group or lab,Application software,Direct research execution,Source repo,,10,0,0,0,0,10,10,0,0,10,0,-1,0,0,0,-1,0,10,3.2
database/github/COMBINE-lab/alevin-fry/metadata.json,https://github.com/COMBINE-lab/alevin-fry,2020-07-15T18:48:53Z,no,Research group or lab,Application software,Research-support tooling,Package registry,,10,0,-1,0,0,10,10,0,0,10,0,-1,0,0,0,0,0,10,3.1
database/github/COMBINE-lab/simpleaf/metadata.json,https://github.com/COMBINE-lab/simpleaf,2022-07-19T15:41:43Z,no,Research group or lab,Application software,Direct research execution,Package registry,,10,0,10,0,0,10,10,0,0,10,0,-1,0,0,0,0,0,10,3.2
database/github/COMBINE-lab/libgff/metadata.json,https://github.com/COMBINE-lab/libgff,2016-11-08T05:15:37Z,no,Research group or lab,Dependency software artifact,Research-support tooling,Source repo,,10,0,-1,0,0,0,-1,0,0,9,0,-1,-1,0,0,-1,-1,10,2.6
database/github/CmPA/iPic3D/metadata.json,https://github.com/CmPA/iPic3D,2013-03-26T14:03:25Z,no,Unknown,Unknown,Unknown,Unknown,"actor_unit,supply_chain_role,research_role,distribution_pathway",1,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,1.2
database/github/Michalychforever/AsPy/metadata.json,https://github.com/Michalychforever/AsPy,2018-10-29T13:53:43Z,no,"Institution (university, lab, government research organization)",Application software,Direct research execution,Source repo,,10,0,-1,0,0,3,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,2.3
database/github/Michalychforever/CLASS_LVDM/metadata.json,https://github.com/Michalychforever/CLASS_LVDM,2017-02-15T22:30:23Z,no,Individual maintainer,Application software,Direct research execution,Source repo,,0,0,-1,0,0,3,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,1.2
database/github/lmwalkowicz/Cheetah/metadata.json,https://github.com/lmwalkowicz/Cheetah,2014-02-10T18:04:41Z,no,Research group or lab,Application software,Direct research execution,Source repo,,10,0,-1,0,0,3,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,2.3
database/github/SSAGESproject/SSAGES/metadata.json,https://github.com/SSAGESproject/SSAGES,2016-09-30T13:15:12Z,no,Research group or lab,Application software,Research-support tooling,Source repo,,10,0,-1,0,0,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,3.0
database/github/coljac/sensie/metadata.json,https://api.github.com/repos/coljac/sensie,2019-11-26T04:49:38Z,yes,Individual maintainer,Dependency software artifact,Direct research execution,Package registry,,,,,,,,,,,,,,,,,,,,
database/github/light-curve/light-curve/metadata.json,https://github.com/light-curve/light-curve,2019-08-06T07:55:20Z,no,Research group or lab,Dependency software artifact,Research-support tooling,Source repo,,10,0,0,0,0,10,10,10,0,10,0,-1,0,0,0,-1,0,10,4.1
database/github/light-curve/light-curve-python/metadata.json,https://github.com/light-curve/light-curve-python,2021-12-16T21:35:29Z,no,Community or foundation (open source governance),Unknown,Unknown,Unknown,"supply_chain_role,research_role,distribution_pathway",10,3,10,0,0,10,10,10,0,10,10,-1,0,0,0,-1,0,3,4.8
database/github/IPESE/REHO/metadata.json,https://github.com/IPESE/REHO,2023-06-19T13:01:14Z,no,Research group or lab,Application software,Direct research execution,Package registry,,10,3,-1,0,0,10,10,0,0,10,10,10,1,0,0,-1,0,10,4.8
database/github/AMICI-dev/AMICI/metadata.json,https://github.com/AMICI-dev/AMICI,2015-10-05T10:08:05Z,no,Research group or lab,Dependency software artifact,Research-support tooling,Network service,,10,8,10,0,8,10,10,10,0,9,10,10,0,0,0,-1,0,8,6.4
database/github/utpal-singh/SAnTex/metadata.json,https://github.com/utpal-singh/SAnTex,2023-11-03T02:06:18Z,no,"Institution (university, lab, government research organization)",Dependency software artifact,Research-support tooling,Package registry,,10,0,5,0,0,3,10,0,0,10,0,-1,0,0,0,-1,0,10,3.2
database/github/LucyMcGowan/tipr/metadata.json,https://github.com/LucyMcGowan/tipr,2017-03-02T21:40:52Z,no,Individual maintainer,Dependency software artifact,Research-support tooling,Package registry,,10,0,0,0,3,10,10,0,0,9,0,-1,0,0,0,-1,0,10,3.5
database/github/pyplati/platipy/metadata.json,https://github.com/pyplati/platipy,2020-09-22T03:24:09Z,no,Research group or lab,Dependency software artifact,Research-support tooling,Package registry,,10,6,0,0,10,10,10,10,0,10,0,-1,0,0,0,-1,0,0,4.5
database/github/abmantz/lmc/metadata.json,https://github.com/abmantz/lmc,2017-01-02T19:16:05Z,no,Individual maintainer,Dependency software artifact,Research-support tooling,Installer or binary,,10,6,0,0,0,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,3.1
database/github/abmantz/rgw/metadata.json,https://github.com/abmantz/rgw,2016-10-10T13:33:36Z,yes,Individual maintainer,Dependency software artifact,Direct research execution,Package registry,,,,,,,,,,,,,,,,,,,,
database/github/abmantz/lrgs/metadata.json,https://github.com/abmantz/lrgs,2015-04-23T21:43:37Z,no,Individual maintainer,Application software,Direct research execution,Package registry,,10,6,0,0,0,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,3.1
database/github/quinlanW/dbMisLoc/metadata.json,https://github.com/quinlanW/dbMisLoc,2021-06-25T07:39:58Z,no,"Institution (university, lab, government research organization)",Application software,Research-support tooling,Installer or binary,,4,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,0,-1,-1,0,0.4
database/github/Ensembl/ensembl-vep/metadata.json,https://github.com/Ensembl/ensembl-vep,2016-04-05T12:08:24Z,no,"Institution (university, lab, government research organization)",Application software,Direct research execution,Package registry,,10,0,8,0,5,10,10,0,0,10,3,10,0,0,0,-1,0,10,4.4
database/github/Ensembl/WiggleTools/metadata.json,https://github.com/Ensembl/WiggleTools,2013-04-02T09:31:59Z,no,"Institution (university, lab, government research organization)",Application software,Direct research execution,Package registry,,10,0,0,0,1,6,-1,0,0,10,0,-1,0,0,0,-1,-1,10,2.6
database/github/julie-forman-kay-lab/SPyCi-PDB/metadata.json,https://github.com/julie-forman-kay-lab/SPyCi-PDB,2022-07-28T20:21:54Z,yes,Research group or lab,Application software,Direct research execution,Source repo,,,,,,,,,,,,,,,,,,,,
database/github/moustakas/iSEDfit/metadata.json,https://github.com/moustakas/iSEDfit,2013-01-08T19:11:09Z,no,"Institution (university, lab, government research organization)",Application software,Research-support tooling,Source repo,,10,0,-1,0,0,6,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,2.4
database/github/Kushaalkumar-pothula/FLARE/metadata.json,https://github.com/Kushaalkumar-pothula/FLARE,2021-02-21T07:48:49Z,no,Individual maintainer,Application software,Direct research execution,Source repo,,10,0,0,0,0,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,2.5
database/github/dh4gan/tache/metadata.json,https://github.com/dh4gan/tache,2017-11-02T09:30:43Z,no,Individual maintainer,Application software,Direct research execution,Source repo,,10,0,-1,0,0,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,2.6
database/github/dh4gan/taktent/metadata.json,https://github.com/dh4gan/taktent,2018-11-13T21:34:18Z,no,Individual maintainer,Dependency software artifact,Research-support tooling,Package registry,,10,0,-1,0,0,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,2.6
database/github/dh4gan/oberon/metadata.json,https://github.com/dh4gan/oberon,2016-08-28T20:03:07Z,no,Individual maintainer,Application software,Direct research execution,Source repo,,10,0,-1,0,0,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,2.6
